id,y
964,1
965,2
966,1
967,1
968,1
969,0
970,1
971,0
972,2
973,1
974,1
975,1
976,1
977,1
978,2
979,1
980,1
981,1
982,1
983,1
984,1
985,1
986,1
987,1
988,1
989,1
990,1
991,1
992,1
993,1
994,0
995,1
996,1
997,1
998,1
999,1
1000,1
1001,2
1002,0
1003,1
1004,1
1005,1
1006,0
1007,1
1008,2
1009,1
1010,0
1011,1
1012,1
1013,1
1014,1
1015,0
1016,0
1017,1
1018,1
1019,1
1020,2
1021,1
1022,1
1023,0
1024,1
1025,1
1026,0
1027,1
1028,1
1029,2
1030,1
1031,1
1032,1
1033,1
1034,2
1035,1
1036,1
1037,1
1038,0
1039,0
1040,2
1041,2
1042,1
1043,2
1044,1
1045,2
1046,2
1047,2
1048,1
1049,1
1050,1
1051,1
1052,1
1053,1
1054,2
1055,2
1056,2
1057,1
1058,1
1059,2
1060,1
1061,1
1062,1
1063,1
1064,1
1065,0
1066,1
1067,1
1068,1
1069,1
1070,1
1071,1
1072,0
1073,1
1074,1
1075,1
1076,1
1077,2
1078,1
1079,1
1080,1
1081,1
1082,1
1083,0
1084,1
1085,2
1086,1
1087,1
1088,1
1089,1
1090,1
1091,0
1092,1
1093,1
1094,1
1095,2
1096,1
1097,1
1098,1
1099,1
1100,0
1101,2
1102,1
1103,1
1104,1
1105,1
1106,1
1107,1
1108,1
1109,1
1110,1
1111,0
1112,1
1113,1
1114,0
1115,1
1116,1
1117,2
1118,1
1119,2
1120,1
1121,1
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,0
1131,2
1132,1
1133,0
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,1
1146,0
1147,1
1148,0
1149,0
1150,0
1151,0
1152,1
1153,0
1154,0
1155,1
1156,1
1157,1
1158,2
1159,0
1160,1
1161,1
1162,1
1163,1
1164,1
1165,0
1166,0
1167,1
1168,1
1169,1
1170,1
1171,1
1172,1
1173,1
1174,2
1175,2
1176,0
1177,1
1178,1
1179,2
1180,1
1181,1
1182,0
1183,1
1184,1
1185,1
1186,1
1187,0
1188,1
1189,2
1190,1
1191,1
1192,1
1193,0
1194,0
1195,1
1196,1
1197,1
1198,1
1199,2
1200,1
1201,1
1202,0
1203,1
1204,2
1205,1
1206,1
1207,1
1208,1
1209,0
1210,2
1211,1
1212,1
1213,1
1214,0
1215,1
1216,2
1217,1
1218,2
1219,1
1220,1
1221,1
1222,0
1223,1
1224,0
1225,2
1226,1
1227,1
1228,1
1229,1
1230,1
1231,1
1232,1
1233,1
1234,1
1235,1
1236,1
1237,1
1238,0
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,1
1246,1
1247,1
1248,1
1249,2
1250,1
1251,2
1252,1
1253,1
1254,1
1255,1
1256,1
1257,1
1258,2
1259,0
1260,2
1261,2
1262,1
1263,1
1264,1
1265,1
1266,1
1267,0
1268,1
1269,1
1270,0
1271,2
1272,0
1273,1
1274,1
1275,1
1276,1
1277,1
1278,1
1279,1
1280,1
1281,1
1282,0
1283,1
1284,1
1285,1
1286,1
1287,1
1288,1
1289,2
1290,2
1291,1
1292,1
1293,1
1294,1
1295,1
1296,1
1297,2
1298,1
1299,1
1300,1
1301,1
1302,1
1303,1
1304,1
1305,1
1306,1
1307,0
1308,1
1309,0
1310,1
1311,1
1312,1
1313,2
1314,1
1315,1
1316,1
1317,0
1318,2
1319,1
1320,1
1321,1
1322,2
1323,2
1324,0
1325,1
1326,1
1327,1
1328,1
1329,1
1330,1
1331,1
1332,1
1333,1
1334,1
1335,1
1336,1
1337,2
1338,0
1339,1
1340,0
1341,1
1342,0
1343,1
1344,1
1345,1
1346,1
1347,1
1348,1
1349,1
1350,1
1351,0
1352,1
1353,1
1354,1
1355,1
1356,1
1357,2
1358,1
1359,1
1360,1
1361,1
1362,1
1363,1
1364,2
1365,1
1366,1
1367,1
1368,1
1369,1
1370,2
1371,0
1372,1
1373,1
1374,2
1375,1
1376,1
1377,1
1378,0
1379,1
1380,1
1381,0
1382,2
1383,1
1384,1
1385,1
1386,1
1387,2
1388,1
1389,2
1390,1
1391,1
1392,1
1393,0
1394,1
1395,1
1396,1
1397,1
1398,0
1399,1
1400,1
1401,1
1402,1
1403,0
1404,1
1405,2
1406,2
1407,1
1408,1
1409,1
1410,1
1411,1
1412,1
1413,1
1414,1
1415,0
1416,1
1417,1
1418,1
1419,2
1420,1
1421,1
1422,1
1423,1
1424,1
1425,1
1426,1
1427,1
1428,1
1429,1
1430,2
1431,1
1432,1
1433,1
1434,0
1435,1
1436,1
1437,1
1438,0
1439,1
1440,0
1441,1
1442,1
1443,1
1444,1
1445,1
1446,1
1447,1
1448,1
1449,1
1450,1
1451,1
1452,1
1453,1
1454,1
1455,1
1456,1
1457,2
1458,1
1459,1
1460,1
1461,1
1462,1
1463,0
1464,1
1465,2
1466,1
1467,0
1468,1
1469,1
1470,1
1471,1
1472,1
1473,1
1474,2
1475,1
1476,1
1477,2
1478,1
1479,2
1480,1
1481,2
1482,1
1483,1
1484,1
1485,1
1486,1
1487,1
1488,1
1489,1
1490,0
1491,0
1492,1
1493,1
1494,2
1495,1
1496,1
1497,1
1498,1
1499,1
1500,1
1501,2
1502,1
1503,1
1504,1
1505,1
1506,1
1507,0
1508,1
1509,1
1510,2
1511,0
1512,1
1513,1
1514,1
1515,1
1516,1
1517,1
1518,1
1519,2
1520,1
1521,1
1522,1
1523,0
1524,1
1525,0
1526,1
1527,2
1528,1
1529,1
1530,1
1531,1
1532,1
1533,1
1534,1
1535,1
1536,0
1537,1
1538,1
1539,1
1540,1
1541,1
1542,0
1543,1
1544,1
1545,1
1546,1
1547,1
1548,1
1549,0
1550,2
1551,1
1552,1
1553,1
1554,1
1555,0
1556,0
1557,0
1558,1
1559,1
1560,1
1561,1
1562,1
1563,1
1564,1
1565,1
1566,1
1567,1
1568,1
1569,1
1570,1
1571,1
1572,1
1573,1
1574,1
1575,1
1576,1
1577,1
1578,1
1579,2
1580,1
1581,1
1582,0
1583,1
1584,2
1585,2
1586,1
1587,1
1588,1
1589,1
1590,1
1591,1
1592,1
1593,1
1594,1
1595,1
1596,1
1597,1
1598,1
1599,1
1600,0
1601,0
1602,1
1603,1
1604,1
1605,1
1606,2
1607,1
1608,1
1609,0
1610,1
1611,1
1612,1
1613,1
1614,2
1615,1
1616,1
1617,0
1618,1
1619,1
1620,1
1621,1
1622,1
1623,1
1624,1
1625,2
1626,1
1627,1
1628,1
1629,1
1630,1
1631,0
1632,2
1633,0
1634,1
1635,0
1636,1
1637,1
1638,1
1639,0
1640,0
1641,1
1642,1
1643,2
1644,0
1645,0
1646,1
1647,1
1648,1
1649,2
1650,1
1651,1
1652,1
1653,1
1654,1
1655,1
1656,0
1657,1
1658,2
1659,1
1660,1
1661,1
1662,2
1663,1
1664,0
1665,1
1666,2
1667,1
1668,1
1669,1
1670,0
1671,1
1672,2
1673,1
1674,0
1675,1
1676,1
1677,1
1678,1
1679,1
1680,1
1681,1
1682,1
1683,1
1684,1
1685,0
1686,1
1687,2
1688,1
1689,2
1690,1
1691,1
1692,1
1693,0
1694,0
1695,1
1696,1
1697,1
1698,1
1699,1
1700,1
1701,1
1702,1
1703,1
1704,1
1705,1
1706,1
1707,1
1708,2
1709,2
1710,0
1711,2
1712,1
1713,1
1714,1
1715,1
1716,1
1717,1
1718,1
1719,1
1720,2
1721,1
1722,1
1723,1
1724,1
1725,1
1726,1
1727,2
1728,0
1729,1
1730,0
1731,1
1732,1
1733,1
1734,1
1735,1
1736,2
1737,1
1738,1
1739,1
1740,1
1741,1
1742,0
1743,1
1744,0
1745,1
1746,1
1747,1
1748,0
1749,1
1750,2
1751,0
1752,1
1753,1
1754,1
1755,1
1756,1
1757,1
1758,1
1759,2
1760,1
1761,2
1762,1
1763,2
1764,0
1765,1
1766,1
1767,1
1768,0
1769,1
1770,0
1771,1
1772,2
1773,0
1774,1
1775,1
1776,2
1777,2
1778,0
1779,1
1780,2
1781,1
1782,2
1783,1
1784,0
1785,1
1786,1
1787,2
1788,1
1789,1
1790,1
1791,1
1792,2
1793,1
1794,1
1795,1
1796,1
1797,1
1798,1
1799,1
1800,1
1801,1
1802,1
1803,1
1804,0
1805,1
1806,0
1807,1
1808,1
1809,1
1810,0
1811,0
1812,1
1813,1
1814,1
1815,0
1816,1
1817,1
1818,1
1819,1
1820,1
1821,1
1822,1
1823,0
1824,0
1825,1
1826,1
1827,1
1828,0
1829,1
1830,1
1831,1
1832,1
1833,1
1834,1
1835,1
1836,1
1837,1
1838,0
1839,2
1840,0
1841,0
1842,1
1843,1
1844,1
1845,1
1846,0
1847,1
1848,1
1849,1
1850,1
1851,2
1852,1
1853,2
1854,1
1855,2
1856,1
1857,0
1858,1
1859,1
1860,1
1861,1
1862,1
1863,0
1864,1
1865,2
1866,1
1867,2
1868,1
1869,1
1870,1
1871,1
1872,0
1873,0
1874,1
1875,2
1876,1
1877,1
1878,1
1879,1
1880,1
1881,1
1882,1
1883,1
1884,1
1885,1
1886,0
1887,0
1888,1
1889,1
1890,0
1891,1
1892,2
1893,2
1894,1
1895,1
1896,1
1897,1
1898,1
1899,1
1900,1
1901,0
1902,1
1903,2
1904,2
1905,1
1906,1
1907,1
1908,1
1909,0
1910,1
1911,1
1912,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,1
1919,0
1920,1
1921,1
1922,1
1923,2
1924,1
1925,1
1926,1
1927,1
1928,1
1929,1
1930,0
1931,1
1932,2
1933,1
1934,0
1935,1
1936,1
1937,0
1938,1
1939,0
1940,1
1941,1
1942,0
1943,1
1944,1
1945,1
1946,2
1947,1
1948,1
1949,1
1950,1
1951,1
1952,0
1953,1
1954,1
1955,1
1956,2
1957,1
1958,1
1959,1
1960,1
1961,1
1962,0
1963,0
1964,2
1965,2
1966,1
1967,1
1968,1
1969,1
1970,1
1971,1
1972,1
1973,1
1974,0
1975,2
1976,1
1977,1
1978,1
1979,1
1980,1
1981,0
1982,1
1983,1
1984,1
1985,0
1986,1
1987,1
1988,1
1989,2
1990,1
1991,0
1992,1
1993,1
1994,1
1995,1
1996,1
1997,1
1998,1
1999,1
2000,1
2001,2
2002,1
2003,1
2004,1
2005,0
2006,1
2007,1
2008,1
2009,1
2010,0
2011,1
2012,1
2013,1
2014,1
2015,1
2016,2
2017,1
2018,1
2019,0
2020,1
2021,0
2022,1
2023,1
2024,1
2025,1
2026,1
2027,1
2028,2
2029,1
2030,1
2031,1
2032,2
2033,1
2034,1
2035,1
2036,1
2037,1
2038,1
2039,1
2040,1
2041,1
2042,1
2043,1
2044,1
2045,1
2046,1
2047,0
2048,0
2049,1
2050,1
2051,1
2052,1
2053,1
2054,1
2055,1
2056,1
2057,0
2058,0
2059,1
2060,1
2061,1
2062,1
2063,1
2064,1
2065,1
2066,0
2067,1
2068,1
2069,1
2070,1
2071,1
2072,2
2073,2
2074,2
2075,2
2076,1
2077,0
2078,1
2079,1
2080,1
2081,1
2082,1
2083,2
2084,1
2085,1
2086,2
2087,1
2088,1
2089,0
2090,1
2091,1
2092,1
2093,1
2094,1
2095,1
2096,1
2097,0
2098,2
2099,1
2100,1
2101,0
2102,2
2103,1
2104,1
2105,1
2106,0
2107,1
2108,1
2109,2
2110,1
2111,1
2112,1
2113,1
2114,1
2115,1
2116,0
2117,1
2118,1
2119,1
2120,0
2121,1
2122,0
2123,1
2124,1
2125,0
2126,1
2127,0
2128,1
2129,1
2130,2
2131,2
2132,0
2133,0
2134,1
2135,2
2136,1
2137,1
2138,1
2139,2
2140,0
2141,0
2142,1
2143,1
2144,1
2145,1
2146,1
2147,0
2148,0
2149,0
2150,1
2151,1
2152,1
2153,1
2154,0
2155,2
2156,1
2157,0
2158,0
2159,0
2160,1
2161,1
2162,1
2163,0
2164,1
2165,1
2166,1
2167,0
2168,1
2169,1
2170,2
2171,0
2172,1
2173,1
2174,1
2175,1
2176,1
2177,1
2178,1
2179,0
2180,2
2181,2
2182,1
2183,1
2184,1
2185,2
2186,1
2187,1
2188,1
2189,1
2190,0
2191,1
2192,1
2193,1
2194,1
2195,2
2196,1
2197,1
2198,2
2199,1
2200,1
2201,1
2202,0
2203,1
2204,0
2205,0
2206,1
2207,1
2208,1
2209,2
2210,0
2211,1
2212,2
2213,1
2214,2
2215,2
2216,1
2217,2
2218,1
2219,1
2220,1
2221,0
2222,0
2223,1
2224,1
2225,1
2226,1
2227,1
2228,1
2229,1
2230,2
2231,1
2232,1
2233,2
2234,0
2235,0
2236,1
2237,0
2238,1
2239,1
2240,1
2241,1
2242,1
2243,1
2244,1
2245,1
2246,1
2247,1
2248,0
2249,1
2250,2
2251,0
2252,1
2253,1
2254,1
2255,1
2256,1
2257,1
2258,2
2259,2
2260,1
2261,2
2262,1
2263,1
2264,1
2265,1
2266,1
2267,1
2268,1
2269,1
2270,1
2271,2
2272,1
2273,1
2274,1
2275,1
2276,1
2277,1
2278,1
2279,1
2280,1
2281,1
2282,1
2283,1
2284,1
2285,1
2286,2
2287,1
2288,1
2289,1
2290,1
2291,1
2292,1
2293,2
2294,1
2295,2
2296,0
2297,1
2298,1
2299,1
2300,1
2301,1
2302,1
2303,1
2304,1
2305,1
2306,1
2307,2
2308,1
2309,1
2310,1
2311,1
2312,1
2313,2
2314,2
2315,1
2316,1
2317,0
2318,1
2319,1
2320,2
2321,1
2322,1
2323,1
2324,1
2325,2
2326,0
2327,1
2328,0
2329,1
2330,0
2331,0
2332,1
2333,1
2334,1
2335,1
2336,1
2337,1
2338,0
2339,1
2340,1
2341,1
2342,1
2343,1
2344,1
2345,1
2346,1
2347,1
2348,1
2349,1
2350,0
2351,1
2352,1
2353,0
2354,1
2355,1
2356,1
2357,2
2358,1
2359,2
2360,0
2361,1
2362,1
2363,2
2364,2
2365,1
2366,2
2367,1
2368,2
2369,1
2370,1
2371,1
2372,0
2373,1
2374,1
2375,1
2376,1
2377,1
2378,1
2379,1
2380,1
2381,1
2382,1
2383,1
2384,2
2385,1
2386,1
2387,1
2388,1
2389,1
2390,2
2391,0
2392,0
2393,0
2394,1
2395,2
2396,0
2397,1
2398,2
2399,1
2400,1
2401,1
2402,1
2403,1
2404,1
2405,1
2406,1
2407,1
2408,1
2409,1
2410,1
2411,1
2412,1
2413,1
2414,1
2415,1
2416,0
2417,1
2418,1
2419,0
2420,1
2421,1
2422,0
2423,1
2424,1
2425,1
2426,1
2427,1
2428,1
2429,1
2430,2
2431,1
2432,2
2433,1
2434,0
2435,1
2436,1
2437,1
2438,0
2439,1
2440,1
2441,1
2442,1
2443,1
2444,1
2445,1
2446,0
2447,1
2448,1
2449,0
2450,0
2451,1
2452,1
2453,1
2454,1
2455,1
2456,2
2457,1
2458,1
2459,0
2460,2
2461,1
2462,1
2463,1
2464,1
2465,1
2466,2
2467,2
2468,1
2469,1
2470,1
2471,1
2472,1
2473,1
2474,2
2475,1
2476,1
2477,2
2478,1
2479,2
2480,1
2481,0
2482,1
2483,0
2484,1
2485,1
2486,0
2487,0
2488,1
2489,1
2490,2
2491,1
2492,1
2493,1
2494,1
2495,1
2496,1
2497,1
2498,1
2499,1
2500,1
2501,1
2502,1
2503,1
2504,1
2505,1
2506,1
2507,2
2508,1
2509,1
2510,1
2511,1
2512,1
2513,1
2514,1
2515,2
2516,1
2517,1
2518,1
2519,2
2520,1
2521,2
2522,1
2523,1
2524,1
2525,1
2526,1
2527,1
2528,1
2529,1
2530,1
2531,1
2532,1
2533,1
2534,1
2535,0
2536,1
2537,0
2538,0
2539,1
2540,1
2541,1
2542,1
2543,1
2544,2
2545,1
2546,0
2547,1
2548,0
2549,2
2550,1
2551,0
2552,1
2553,1
2554,1
2555,0
2556,0
2557,1
2558,0
2559,1
2560,1
2561,1
2562,1
2563,1
2564,2
2565,1
2566,1
2567,1
2568,1
2569,1
2570,1
2571,1
2572,1
2573,0
2574,1
2575,1
2576,0
2577,1
2578,1
2579,1
2580,1
2581,1
2582,0
2583,1
2584,1
2585,1
2586,1
2587,2
2588,1
2589,1
2590,1
2591,1
2592,1
2593,0
2594,1
2595,0
2596,1
2597,1
2598,2
2599,1
2600,0
2601,1
2602,1
2603,1
2604,1
2605,2
2606,1
2607,1
2608,0
2609,1
2610,1
2611,1
2612,1
2613,1
2614,0
2615,1
2616,2
2617,1
2618,1
2619,1
2620,1
2621,2
2622,1
2623,1
2624,1
2625,1
2626,1
2627,1
2628,1
2629,0
2630,1
2631,1
2632,0
2633,1
2634,0
2635,1
2636,1
2637,1
2638,0
2639,1
2640,0
2641,1
2642,1
2643,1
2644,1
2645,1
2646,0
2647,2
2648,1
2649,0
2650,1
2651,2
2652,1
2653,1
2654,1
2655,0
2656,1
2657,1
2658,1
2659,2
2660,1
2661,1
2662,1
2663,1
2664,1
2665,2
2666,1
2667,1
2668,1
2669,1
2670,0
2671,1
2672,2
2673,1
2674,1
2675,1
2676,1
2677,1
2678,1
2679,2
2680,1
2681,1
2682,2
2683,1
2684,1
2685,2
2686,1
2687,1
2688,2
2689,1
2690,1
2691,1
2692,1
2693,2
2694,1
2695,1
2696,1
2697,2
2698,1
2699,2
2700,0
2701,1
2702,0
2703,1
2704,1
2705,0
2706,1
2707,1
2708,1
2709,1
2710,1
2711,1
2712,2
2713,1
2714,1
2715,1
2716,1
2717,1
2718,2
2719,1
2720,1
2721,1
2722,1
2723,2
2724,1
2725,1
2726,1
2727,1
2728,1
2729,0
2730,1
2731,1
2732,1
2733,1
2734,0
2735,0
2736,2
2737,1
2738,1
2739,1
2740,2
2741,2
2742,1
2743,1
2744,2
2745,1
2746,1
2747,1
2748,1
2749,1
2750,1
2751,2
2752,0
2753,1
2754,2
2755,1
2756,1
2757,0
2758,2
2759,1
2760,0
2761,1
2762,1
2763,0
2764,1
2765,1
2766,1
2767,1
2768,2
2769,0
2770,1
2771,1
2772,1
2773,1
2774,1
2775,1
2776,0
2777,0
2778,1
2779,1
2780,1
2781,1
2782,1
2783,2
2784,1
2785,1
2786,2
2787,1
2788,0
2789,1
2790,1
2791,1
2792,1
2793,1
2794,1
2795,1
2796,1
2797,1
2798,1
2799,2
2800,1
2801,0
2802,1
2803,0
2804,1
2805,2
2806,2
2807,2
2808,1
2809,2
2810,1
2811,1
2812,1
2813,1
2814,1
2815,2
2816,0
2817,1
2818,2
2819,0
2820,2
2821,2
2822,1
2823,1
2824,2
2825,1
2826,1
2827,2
2828,1
2829,1
2830,1
2831,1
2832,1
2833,0
2834,1
2835,1
2836,2
2837,0
2838,1
2839,1
2840,1
2841,1
2842,0
2843,1
2844,1
2845,1
2846,1
2847,1
2848,1
2849,1
2850,1
2851,1
2852,1
2853,1
2854,1
2855,0
2856,1
2857,1
2858,0
2859,1
2860,1
2861,1
2862,1
2863,1
2864,2
2865,2
2866,0
2867,1
2868,1
2869,0
2870,2
2871,1
2872,2
2873,1
2874,1
2875,1
2876,1
2877,1
2878,1
2879,0
2880,2
2881,1
2882,2
2883,0
2884,2
2885,1
2886,1
2887,0
2888,1
2889,0
2890,1
2891,1
2892,2
2893,2
2894,1
2895,1
2896,1
2897,1
2898,1
2899,1
2900,1
2901,1
2902,1
2903,1
2904,0
2905,1
2906,1
2907,1
2908,1
2909,1
2910,1
2911,1
2912,1
2913,1
2914,1
2915,1
2916,1
2917,1
2918,1
2919,2
2920,2
2921,1
2922,2
2923,1
2924,1
2925,2
2926,2
2927,1
2928,1
2929,2
2930,1
2931,1
2932,1
2933,2
2934,1
2935,1
2936,2
2937,2
2938,1
2939,1
2940,1
2941,1
2942,2
2943,2
2944,2
2945,0
2946,1
2947,1
2948,1
2949,1
2950,1
2951,1
2952,1
2953,1
2954,2
2955,1
2956,1
2957,2
2958,1
2959,2
2960,2
2961,1
2962,2
2963,1
2964,2
2965,1
2966,1
2967,1
2968,1
2969,1
2970,1
2971,1
2972,1
2973,1
2974,1
2975,1
2976,1
2977,2
2978,1
2979,1
2980,2
2981,1
2982,1
2983,1
2984,1
2985,1
2986,1
2987,1
2988,1
2989,1
2990,1
2991,1
2992,1
2993,1
2994,1
2995,1
2996,1
2997,1
